Study_ID,Author,Year,Source,StudyID,Effect_size_ID,Latitude,Longitude,Abs_lat,Region,Region2,Country,Duration_days,Duration,Shared_first_author,Factor,Stressor,Calcifier,BiologicalResponses,TrophicLevel,Trophic_level,DependentVariable,CalculatedUnit,Species,Phyla,Class,Type,LifeStage,share_organism,Nc,Ne,Xc,Xe,Sc,Se,yi,vi,Main_effect,variance,ci,lci,uci,int_direction,int_type
39,Sarker et al,2013,Fig 1e,"Sarker et al, 2013",228a,54.18,7.87,54.18,Temperate,Temperate,Germany,9,short,Sarker,pCO2+temp,interaction,n,growth,primary producer,primary producer,growth,relative growth rate,Chondrus crispus,Rhodophyta,Florideophyceae,macroalgae,,Sarker et al_2013_Chondrus crispus,5,5,8.501,9.34,0.869,0.556,0.143408702,0.004266541,0.143408702,0.004266541,0.057254421,0.086154281,0.200663123,neg,ant
40,Torstensson et al,2012,Fig 1,"Torstensson et al, 2012",229a,78.91,11.97,78.91,Polar,Temperate,Sweden,7,short,Torstensson,pCO2,OA,n,growth,primary producer,primary producer,growth,specific growth rate,Navicula directa,Ochrophyta,Bacillariophyceae,microalgae,,Torstensson et al_2012_Navicula directa,4,4,0.226,0.214,0.01,0.016,-0.054558984,0.001886969,-0.050525245,0.000531007,0.022582717,-0.073107962,-0.027942528,NA,NA
40,Torstensson et al,2012,Fig 1,"Torstensson et al, 2012",230a,78.91,11.97,78.91,Polar,Temperate,Sweden,7,short,Torstensson,temp,OW,n,growth,primary producer,primary producer,growth,specific growth rate,Navicula directa,Ochrophyta,Bacillariophyceae,microalgae,,Torstensson et al_2012_Navicula directa,4,4,0.226,0.322,0.01,0.012,0.354016546,0.000836676,0.35735653,0.000613891,0.024281287,0.333075243,0.381637817,NA,NA
40,Torstensson et al,2012,Fig 1,"Torstensson et al, 2012",231a,78.91,11.97,78.91,Polar,Temperate,Sweden,7,short,Torstensson,pCO2+temp,interaction,n,growth,primary producer,primary producer,growth,specific growth rate,Navicula directa,Ochrophyta,Bacillariophyceae,microalgae,,Torstensson et al_2012_Navicula directa,4,4,0.226,0.307,0.01,0.01,0.006855186,0.002499432,0.006855186,0.002499432,0.048994433,-0.042139247,0.055849619,pos,add
41,Wood et al,2011,Fig 1,"Wood et al, 2011",232a,78.55,11.56,78.55,Polar,Temperate,UK,20,short,Wood,pH,OA,y,metabolism,herbivore,herbivore,respiration,O2 uptake,Ophiocten sericeum,Echinodermata,Ophiuroidea,brittle star,adult,Wood et al_2011_Ophiocten sericeum,30,30,0.559,0.946,0.296,1.783,0.526093096,0.127759213,0.56614749,0.043791903,0.074884572,0.491262918,0.641032062,NA,NA
41,Wood et al,2011,Fig 1,"Wood et al, 2011",233a,78.55,11.56,78.55,Polar,Temperate,UK,20,short,Wood,temp,OW,y,metabolism,herbivore,herbivore,respiration,O2 uptake,Ophiocten sericeum,Echinodermata,Ophiuroidea,brittle star,adult,Wood et al_2011_Ophiocten sericeum,30,30,0.559,0.531,0.296,0.497,-0.051387452,0.038547595,0,0.060917576,0.088321564,-0.088321564,0.088321564,NA,NA
41,Wood et al,2011,Fig 1,"Wood et al, 2011",234a,78.55,11.56,78.55,Polar,Temperate,UK,20,short,Wood,pH+temp,interaction,y,metabolism,herbivore,herbivore,respiration,O2 uptake,Ophiocten sericeum,Echinodermata,Ophiuroidea,brittle star,adult,Wood et al_2011_Ophiocten sericeum,30,30,0.559,0.974,0.296,0.791,0.080556187,0.178944892,0.080556187,0.178944892,0.151375328,-0.070819141,0.231931515,pos,add
42,Hardy & Byrne,2014,Fig 5,"Hardy & Byrne, 2014",235a,-33.58,151.14,33.58,Temperate,Sub-tropical,Australia,1,short,Byrne M,pH,OA,y,development,herbivore,herbivore,growth,development,Heliocidaris erythrogramma,Echinodermata,Echinoidea,sea urchin,larvae,Hardy & Byrne_2014_Heliocidaris erythrogramma,9,9,88.424,85.745,2.2049,1.6264,-0.030765651,0.000109062,-0.024842677,0.000122848,0.007241339,-0.032084016,-0.017601338,NA,NA
42,Hardy & Byrne,2014,Fig 5,"Hardy & Byrne, 2014",236a,-33.58,151.14,33.58,Temperate,Sub-tropical,Australia,1,short,Byrne M,temp,OW,y,development,herbivore,herbivore,growth,development,Heliocidaris erythrogramma,Echinodermata,Echinoidea,sea urchin,larvae,Hardy & Byrne_2014_Heliocidaris erythrogramma,9,9,88.424,78.184,2.2049,3.5689,-0.123078403,0.000300608,-0.116865526,0.000131836,0.007501564,-0.12436709,-0.109363962,NA,NA
42,Hardy & Byrne,2014,Fig 5,"Hardy & Byrne, 2014",237a,-33.58,151.14,33.58,Temperate,Sub-tropical,Australia,1,short,Byrne M,pH+temp,interaction,y,development,herbivore,herbivore,growth,development,Heliocidaris erythrogramma,Echinodermata,Echinoidea,sea urchin,larvae,Hardy & Byrne_2014_Heliocidaris erythrogramma,9,9,88.424,76.775,2.2049,3.1324,0.012579694,0.000525541,0.012579694,0.000525541,0.014977458,-0.002397764,0.027557152,neg,add
42,Hardy & Byrne,2014,Fig 5,"Hardy & Byrne, 2014",238a,-33.58,151.14,33.58,Temperate,Sub-tropical,Australia,1,short,Byrne M,pH,OA,y,development,herbivore,herbivore,growth,development,Heliocidaris tuberculata,Echinodermata,Echinoidea,sea urchin,larvae,Hardy & Byrne_2014_Heliocidaris tuberculata,9,9,96.141,91.054,1.0652,1.0132,-0.054363127,2.74E-05,-0.029298532,3.63E-05,0.003936299,-0.033234831,-0.025362233,NA,NA
42,Hardy & Byrne,2014,Fig 5,"Hardy & Byrne, 2014",239a,-33.58,151.14,33.58,Temperate,Sub-tropical,Australia,1,short,Byrne M,temp,OW,y,development,herbivore,herbivore,growth,development,Heliocidaris tuberculata,Echinodermata,Echinoidea,sea urchin,larvae,Hardy & Byrne_2014_Heliocidaris tuberculata,9,9,96.141,91.332,1.0652,2.3365,-0.051314645,8.64E-05,-0.026288747,3.71E-05,0.003979438,-0.030268185,-0.022309309,NA,NA
42,Hardy & Byrne,2014,Fig 5,"Hardy & Byrne, 2014",240a,-33.58,151.14,33.58,Temperate,Sub-tropical,Australia,1,short,Byrne M,pH+temp,interaction,y,development,herbivore,herbivore,growth,development,Heliocidaris tuberculata,Echinodermata,Echinoidea,sea urchin,larvae,Hardy & Byrne_2014_Heliocidaris tuberculata,9,9,96.141,91.006,1.0652,1.8966,0.050787346,0.000148374,0.050787346,0.000148374,0.007958179,0.042829167,0.058745525,neg,ant
43,Ho et al ,2013,Fig 1,"Ho et al , 2013",241a,-68.62,77.99,68.62,Polar,Temperate,Australia,1,short,Ho ,pH,OA,y,reproduction,herbivore,herbivore,reproduction,fertilization,Sterechinus neumayeri,Echinodermata,Echinoidea,sea urchin,adult,Ho et al _2013_Sterechinus neumayeri,6,6,84.325,84.368,5.0729,9.2052,0.000509802,0.002587265,0.014318342,0.001149435,0.027128305,-0.012809963,0.041446647,NA,NA
43,Ho et al ,2013,Fig 1,"Ho et al , 2013",242a,-68.62,77.99,68.62,Polar,Temperate,Australia,1,short,Ho ,temp,OW,y,reproduction,herbivore,herbivore,reproduction,fertilization,Sterechinus neumayeri,Echinodermata,Echinoidea,sea urchin,adult,Ho et al _2013_Sterechinus neumayeri,6,6,84.325,87.365,5.0729,4.997,0.035416364,0.001148428,0.048989718,0.001163439,0.027293062,0.021696656,0.07628278,NA,NA
43,Ho et al ,2013,Fig 1,"Ho et al , 2013",243a,-68.62,77.99,68.62,Polar,Temperate,Australia,1,short,Ho ,pH+temp,interaction,y,reproduction,herbivore,herbivore,reproduction,fertilization,Sterechinus neumayeri,Echinodermata,Echinoidea,sea urchin,adult,Ho et al _2013_Sterechinus neumayeri,6,6,84.325,89.798,5.0729,8.5022,0.026958157,0.004626605,0.026958157,0.004626605,0.054426657,-0.0274685,0.081384814,pos,add
44,Munday et al,2009,Fig 1a,"Munday et al, 2009",244a,-14.4,145.28,14.4,Tropic,Tropical,Australia,7,short,Munday,pH,OA,n,metabolism,herbivore,herbivore,respiration,resting metabolic O2,Ostorhincus deoferleini,Chordata,Actinopterygii,fish,adult,Munday et al_2009_Ostorhincus deoferleini,2,2,292.418,306.377,65.9952,60.4137,0.046632084,0.044908956,0.074395479,0.015770367,0.174045169,-0.09964969,0.248440648,NA,NA
44,Munday et al,2009,Fig 1a,"Munday et al, 2009",245a,-14.4,145.28,14.4,Tropic,Tropical,Australia,7,short,Munday,temp,OW,n,metabolism,herbivore,herbivore,respiration,resting metabolic O2,Ostorhincus deoferleini,Chordata,Actinopterygii,fish,adult,Munday et al_2009_Ostorhincus deoferleini,2,2,292.418,445.844,65.9952,64.8931,0.42178483,0.036060077,-0.445356602,0.017211197,0.181822076,-0.627178678,-0.263534526,NA,NA
44,Munday et al,2009,Fig 1a,"Munday et al, 2009",246a,-14.4,145.28,14.4,Tropic,Tropical,Australia,7,short,Munday,pH+temp,interaction,n,metabolism,herbivore,herbivore,respiration,resting metabolic O2,Ostorhincus deoferleini,Chordata,Actinopterygii,fish,adult,Munday et al_2009_Ostorhincus deoferleini,2,2,292.418,488.903,65.9952,79.7368,0.045562906,0.068801234,0.045562906,0.068801234,0.363529105,-0.317966199,0.409092011,pos,add
44,Munday et al,2009,Fig 1b,"Munday et al, 2009",247a,-14.4,145.28,14.4,Tropic,Tropical,Australia,7,short,Munday,pH,OA,n,metabolism,herbivore,herbivore,respiration,resting metabolic O2,Ostorhincus cyanosoma,Chordata,Actinopterygii,fish,adult,Munday et al_2009_Ostorhincus cyanosoma,2,2,223.565,356.098,50.16,48.8936,0.465503774,0.034595828,0.128020729,0.008453875,0.127429208,0.000591521,0.255449937,NA,NA
44,Munday et al,2009,Fig 1b,"Munday et al, 2009",248a,-14.4,145.28,14.4,Tropic,Tropical,Australia,7,short,Munday,temp,OW,n,metabolism,herbivore,herbivore,respiration,resting metabolic O2,Ostorhincus cyanosoma,Chordata,Actinopterygii,fish,adult,Munday et al_2009_Ostorhincus cyanosoma,2,2,223.565,518.905,50.16,53.2733,0.842018623,0.0304397,-0.55196716,0.01005017,0.138940155,-0.690907315,-0.413027005,NA,NA
44,Munday et al,2009,Fig 1b,"Munday et al, 2009",249a,-14.4,145.28,14.4,Tropic,Tropical,Australia,7,short,Munday,pH+temp,interaction,n,metabolism,herbivore,herbivore,respiration,resting metabolic O2,Ostorhincus cyanosoma,Chordata,Actinopterygii,fish,adult,Munday et al_2009_Ostorhincus cyanosoma,2,2,223.565,487.776,50.16,52.2819,-0.527368312,0.045610094,-0.527368312,0.045610094,0.295986264,-0.823354576,-0.231382048,pos,ant
44,Munday et al,2009,Fig 2a,"Munday et al, 2009",250a,-14.4,145.28,14.4,Tropic,Tropical,Australia,7,short,Munday,pH,OA,n,metabolism,herbivore,herbivore,respiration,swimming metabolic O2,Ostorhincus deoferleini,Chordata,Actinopterygii,fish,adult,Munday et al_2009_Ostorhincus deoferleini,2,2,886.562,677.795,115.537,95.866,-0.268506179,0.018494047,-0.243795948,0.012801585,0.156809708,-0.400605656,-0.08698624,NA,NA
44,Munday et al,2009,Fig 2a,"Munday et al, 2009",251a,-14.4,145.28,14.4,Tropic,Tropical,Australia,7,short,Munday,temp,OW,n,metabolism,herbivore,herbivore,respiration,swimming metabolic O2,Ostorhincus deoferleini,Chordata,Actinopterygii,fish,adult,Munday et al_2009_Ostorhincus deoferleini,2,2,886.562,864.451,115.537,117.2272,-0.025256438,0.017686566,0.003537413,0.012037823,0.152060022,-0.148522609,0.155597435,NA,NA
44,Munday et al,2009,Fig 2a,"Munday et al, 2009",252a,-14.4,145.28,14.4,Tropic,Tropical,Australia,7,short,Munday,pH+temp,interaction,n,metabolism,herbivore,herbivore,respiration,swimming metabolic O2,Ostorhincus deoferleini,Chordata,Actinopterygii,fish,adult,Munday et al_2009_Ostorhincus deoferleini,2,2,886.562,694.382,115.537,149.601,0.049433797,0.05089716,0.049433797,0.05089716,0.312671177,-0.26323738,0.362104974,neg,add
44,Munday et al,2009,Fig 2b,"Munday et al, 2009",253a,-14.4,145.28,14.4,Tropic,Tropical,Australia,7,short,Munday,pH,OA,n,metabolism,herbivore,herbivore,respiration,swimming metabolic O2,Ostorhincus cyanosoma,Chordata,Actinopterygii,fish,adult,Munday et al_2009_Ostorhincus cyanosoma,2,2,1024.643,777.628,98.7326,103.9915,-0.275851277,0.013584174,-0.360237148,0.007424128,0.119416352,-0.4796535,-0.240820796,NA,NA
44,Munday et al,2009,Fig 2b,"Munday et al, 2009",254a,-14.4,145.28,14.4,Tropic,Tropical,Australia,7,short,Munday,temp,OW,n,metabolism,herbivore,herbivore,respiration,swimming metabolic O2,Ostorhincus cyanosoma,Chordata,Actinopterygii,fish,adult,Munday et al_2009_Ostorhincus cyanosoma,2,2,1024.643,1117.692,98.7326,107.5253,0.086921586,0.009269943,-0.017651381,0.006662348,0.113123994,-0.130775375,0.095472613,NA,NA
44,Munday et al,2009,Fig 2b,"Munday et al, 2009",255a,-14.4,145.28,14.4,Tropic,Tropical,Australia,7,short,Munday,pH+temp,interaction,n,metabolism,herbivore,herbivore,respiration,swimming metabolic O2,Ostorhincus cyanosoma,Chordata,Actinopterygii,fish,adult,Munday et al_2009_Ostorhincus cyanosoma,2,2,1024.643,716.674,98.7326,109.4227,-0.168548781,0.029867467,-0.168548781,0.029867467,0.239519165,-0.408067946,0.070970384,neg,add
44,Munday et al,2009,Fig 3a,"Munday et al, 2009",256a,-14.4,145.28,14.4,Tropic,Tropical,Australia,7,short,Munday,pH,OA,n,metabolism,herbivore,herbivore,respiration,aerobic scope O2,Ostorhincus deoferleini,Chordata,Actinopterygii,fish,adult,Munday et al_2009_Ostorhincus deoferleini,2,2,596.502,371.25,101.5423,86.9199,-0.474206904,0.041896944,-0.578253545,0.052771095,0.318375124,-0.896628669,-0.259878421,NA,NA
44,Munday et al,2009,Fig 3a,"Munday et al, 2009",257a,-14.4,145.28,14.4,Tropic,Tropical,Australia,7,short,Munday,temp,OW,n,metabolism,herbivore,herbivore,respiration,aerobic scope O2,Ostorhincus deoferleini,Chordata,Actinopterygii,fish,adult,Munday et al_2009_Ostorhincus deoferleini,2,2,596.502,420.671,101.5423,99.6702,-0.349231539,0.042557321,0.445369288,0.049040206,0.306914365,0.138454923,0.752283653,NA,NA
44,Munday et al,2009,Fig 3a,"Munday et al, 2009",258a,-14.4,145.28,14.4,Tropic,Tropical,Australia,7,short,Munday,pH+temp,interaction,n,metabolism,herbivore,herbivore,respiration,aerobic scope O2,Ostorhincus deoferleini,Chordata,Actinopterygii,fish,adult,Munday et al_2009_Ostorhincus deoferleini,2,2,596.502,199.259,101.5423,142.927,-0.273038665,0.32721952,-0.273038665,0.32721952,0.792794585,-1.06583325,0.51975592,neg,add
44,Munday et al,2009,Fig 3b,"Munday et al, 2009",259a,-14.4,145.28,14.4,Tropic,Tropical,Australia,7,short,Munday,pH,OA,n,metabolism,herbivore,herbivore,respiration,aerobic scope O2,Ostorhincus cyanosoma,Chordata,Actinopterygii,fish,adult,Munday et al_2009_Ostorhincus cyanosoma,2,2,797.922,422.262,101.4443,101.8522,-0.636384874,0.03717194,-0.765827503,0.031988537,0.247878159,-1.013705662,-0.517949344,NA,NA
44,Munday et al,2009,Fig 3b,"Munday et al, 2009",260a,-14.4,145.28,14.4,Tropic,Tropical,Australia,7,short,Munday,temp,OW,n,metabolism,herbivore,herbivore,respiration,aerobic scope O2,Ostorhincus cyanosoma,Chordata,Actinopterygii,fish,adult,Munday et al_2009_Ostorhincus cyanosoma,2,2,797.922,593.637,101.4443,114.6879,-0.295742827,0.026743951,0.399431392,0.025225225,0.220119541,0.179311851,0.619550933,NA,NA
44,Munday et al,2009,Fig 3b,"Munday et al, 2009",261a,-14.4,145.28,14.4,Tropic,Tropical,Australia,7,short,Munday,pH+temp,interaction,n,metabolism,herbivore,herbivore,respiration,aerobic scope O2,Ostorhincus cyanosoma,Chordata,Actinopterygii,fish,adult,Munday et al_2009_Ostorhincus cyanosoma,2,2,797.922,224.742,101.4443,106.4881,-0.33493007,0.168088638,-0.33493007,0.168088638,0.568211805,-0.903141875,0.233281735,neg,add
45,Small et al ,2015,Fig 1c,"Small et al , 2015",262a,50.32,-4.56,50.32,Temperate,Temperate,Canada,5,short,Small ,pCO2,OA,y,survival,top-predator,predator,survival,larval survival,Homarus gammarus,Arthropoda,Malacostraca,lobster,larvae,Small et al _2015_Homarus gammarus,3,3,6.419,6.839,4.6107,3.4546,0.06337918,0.257032803,0.249188456,0.154858237,0.445310155,-0.196121699,0.694498611,NA,NA
45,Small et al ,2015,Fig 1c,"Small et al , 2015",263a,50.32,-4.56,50.32,Temperate,Temperate,Canada,5,short,Small ,temp,OW,y,survival,top-predator,predator,survival,larval survival,Homarus gammarus,Arthropoda,Malacostraca,lobster,larvae,Small et al _2015_Homarus gammarus,3,3,6.419,18.328,4.6107,9.9489,1.049167603,0.27019964,1.182141722,0.126675161,0.402755219,0.779386503,1.584896941,NA,NA
45,Small et al ,2015,Fig 1c,"Small et al , 2015",264a,50.32,-4.56,50.32,Temperate,Temperate,Canada,5,short,Small ,pCO2+temp,interaction,y,survival,top-predator,predator,survival,larval survival,Homarus gammarus,Arthropoda,Malacostraca,lobster,larvae,Small et al _2015_Homarus gammarus,3,3,6.419,24.911,4.6107,16.0769,0.243500348,0.494088195,0.243500348,0.494088195,0.795422154,-0.551921806,1.038922502,pos,add
45,Small et al ,2015,Tab 2,"Small et al , 2015",265a,50.32,-4.56,50.32,Temperate,Temperate,Canada,5,short,Small ,pCO2,OA,y,growth,top-predator,predator,growth,"abdomen length, stage IV",Homarus gammarus,Arthropoda,Malacostraca,lobster,larvae,Small et al _2015_Homarus gammarus,3,3,7.9,7.97,0.4503,0.485,0.008821733,0.002317371,0.016916474,0.000710778,0.030169105,-0.013252631,0.047085579,NA,NA
45,Small et al ,2015,Tab 2,"Small et al , 2015",266a,50.32,-4.56,50.32,Temperate,Temperate,Canada,5,short,Small ,temp,OW,y,growth,top-predator,predator,growth,"abdomen length, stage IV",Homarus gammarus,Arthropoda,Malacostraca,lobster,larvae,Small et al _2015_Homarus gammarus,3,3,7.9,7.34,0.4503,0.1732,-0.073523917,0.001268602,-0.065084774,0.000679618,0.029500398,-0.094585172,-0.035584376,NA,NA
45,Small et al ,2015,Tab 2,"Small et al , 2015",267a,50.32,-4.56,50.32,Temperate,Temperate,Canada,5,short,Small ,pCO2+temp,interaction,y,growth,top-predator,predator,growth,"abdomen length, stage IV",Homarus gammarus,Arthropoda,Malacostraca,lobster,larvae,Small et al _2015_Homarus gammarus,3,3,7.9,7.53,0.4503,0.1905,0.016734466,0.002716316,0.016734466,0.002716316,0.058977396,-0.04224293,0.075711862,neg,add
45,Small et al ,2015,Tab 2,"Small et al , 2015",268a,50.32,-4.56,50.32,Temperate,Temperate,Canada,5,short,Small ,pCO2,OA,y,development,top-predator,predator,development,days spent in stage III,Homarus gammarus,Arthropoda,Malacostraca,lobster,larvae,Small et al _2015_Homarus gammarus,3,3,12.6,12.6,0.6928,0.5196,0,0.001574612,-0.003944778,0.000668672,0.029261866,-0.033206644,0.025317088,NA,NA
45,Small et al ,2015,Tab 2,"Small et al , 2015",269a,50.32,-4.56,50.32,Temperate,Temperate,Canada,5,short,Small ,temp,OW,y,development,top-predator,predator,development,days spent in stage III,Homarus gammarus,Arthropoda,Malacostraca,lobster,larvae,Small et al _2015_Homarus gammarus,3,3,12.6,12.8,0.6928,0.5196,0.015748357,0.001557036,0.011834458,0.000670453,0.029300809,-0.017466351,0.041135267,NA,NA
45,Small et al ,2015,Tab 2,"Small et al , 2015",270a,50.32,-4.56,50.32,Temperate,Temperate,Canada,5,short,Small ,pCO2+temp,interaction,y,development,top-predator,predator,development,days spent in stage III,Homarus gammarus,Arthropoda,Malacostraca,lobster,larvae,Small et al _2015_Homarus gammarus,3,3,12.6,12.7,0.6928,0.5196,-0.007843177,0.002681864,-0.007843177,0.002681864,0.058602186,-0.066445363,0.050759009,pos,add
46,Valles-Regino et al,2015,Fig 1,"Valles-Regino et al, 2015",271a,-30.16,153.8,30.16,Temperate,Sub-tropical,Australia,35,long,Valles-Regino,pCO2,OA,y,growth,meso-predator,predator,growth,lipid content,Dicathais orbita,Mollusca,Gastropoda,whelk,adult,Valles-Regino et al_2015_Dicathais orbita,6,6,6.325,5.011,2.0649,0.2792,-0.232874539,0.018280791,-0.149411095,0.010392607,0.081572298,-0.230983393,-0.067838797,NA,NA
46,Valles-Regino et al,2015,Fig 1,"Valles-Regino et al, 2015",272a,-30.16,153.8,30.16,Temperate,Sub-tropical,Australia,35,long,Valles-Regino,temp,OW,y,growth,meso-predator,predator,growth,lipid content,Dicathais orbita,Mollusca,Gastropoda,whelk,adult,Valles-Regino et al_2015_Dicathais orbita,6,6,6.325,3.568,2.0649,0.7006,-0.57250482,0.024189365,-0.471133413,0.01033265,0.081336655,-0.552470068,-0.389796758,NA,NA
46,Valles-Regino et al,2015,Fig 1,"Valles-Regino et al, 2015",273a,-30.16,153.8,30.16,Temperate,Sub-tropical,Australia,35,long,Valles-Regino,pCO2+temp,interaction,y,growth,meso-predator,predator,growth,lipid content,Dicathais orbita,Mollusca,Gastropoda,whelk,adult,Valles-Regino et al_2015_Dicathais orbita,6,6,6.325,3.509,2.0649,0.9602,0.216200421,0.037186506,0.216200421,0.037186506,0.154302561,0.06189786,0.370502982,neg,ant
47,Matoo et al,2020,Fig 1,"Matoo et al, 2020",274a,43.36,-70.21,43.36,Temperate,Temperate,USA,28,short,Matoo,pCO2,OA,y,metabolism,herbivore,herbivore,metabolism,O2 consumption,Mytilus edulis,Mollusca,Bivalvia,mussel,adult,Matoo et al_2020_Mytilus edulis,8,8,19.171,31.021,10.8781,15.2283,0.481265674,0.070369568,0.301168126,0.023622704,0.106506443,0.194661683,0.407674569,NA,NA
47,Matoo et al,2020,Fig 1,"Matoo et al, 2020",275a,43.36,-70.21,43.36,Temperate,Temperate,USA,28,short,Matoo,temp,OW,y,metabolism,herbivore,herbivore,metabolism,O2 consumption,Mytilus edulis,Mollusca,Bivalvia,mussel,adult,Matoo et al_2020_Mytilus edulis,8,8,19.171,49.362,10.8781,19.5755,0.945782177,0.059904851,-0.793305112,0.026072938,0.11189381,-0.905198922,-0.681411302,NA,NA
47,Matoo et al,2020,Fig 1,"Matoo et al, 2020",276a,43.36,-70.21,43.36,Temperate,Temperate,USA,28,short,Matoo,pCO2+temp,interaction,y,metabolism,herbivore,herbivore,metabolism,O2 consumption,Mytilus edulis,Mollusca,Bivalvia,mussel,adult,Matoo et al_2020_Mytilus edulis,8,8,19.171,61.597,10.8781,21.7534,-0.259833403,0.105618029,-0.259833403,0.105618029,0.225206078,-0.485039481,-0.034627325,pos,ant
48,Lopes et al,2020,Fig 2c,"Lopes et al, 2020",277a,58.6,11.1,58.6,Temperate,Temperate,Sweden,31,long,Lopes,pH,OA,n,reproduction,meso-predator,predator,reproduction,reproductive output,Gobiusculus flavescens,Chordata,Actinopterygii,fish,adult,Lopes et al_2020_Gobiusculus flavescens,8,8,398.01,388.97,68.3065,46.6973,-0.022974911,0.005483293,0.066578344,0.004797539,0.04799769,0.018580654,0.114576034,NA,NA
48,Lopes et al,2020,Fig 2c,"Lopes et al, 2020",278a,58.6,11.1,58.6,Temperate,Temperate,Sweden,31,long,Lopes,temp,OW,n,reproduction,meso-predator,predator,reproduction,reproductive output,Gobiusculus flavescens,Chordata,Actinopterygii,fish,adult,Lopes et al_2020_Gobiusculus flavescens,8,8,398.01,244.16,68.3065,71.8703,-0.488653383,0.014512465,-0.373730507,0.005573351,0.051733192,-0.425463699,-0.321997315,NA,NA
48,Lopes et al,2020,Fig 2c,"Lopes et al, 2020",279a,58.6,11.1,58.6,Temperate,Temperate,Sweden,31,long,Lopes,pH+temp,interaction,n,reproduction,meso-predator,predator,reproduction,reproductive output,Gobiusculus flavescens,Chordata,Actinopterygii,fish,adult,Lopes et al_2020_Gobiusculus flavescens,8,8,398.01,297.41,68.3065,68.3348,0.220262821,0.022913147,0.220262821,0.022913147,0.104894677,0.115368144,0.325157498,neg,ant
49,Gong et al,2020,Fig 1b,"Gong et al, 2020",280a,23.83,118.04,23.83,Temperate,Sub-tropical,China,28,short,Gong,pH,OA,n,growth,primary producer,primary producer,growth,dry weight,Symbiochlorum hainanensis,,,microalgae,NA,Gong et al_2020_Symbiochlorum hainanensis,3,3,0.895,3.094,0.1836,0.8487,1.240396313,0.039108525,0.7853334,0.024394761,0.176743613,0.608589787,0.962077013,NA,NA
49,Gong et al,2020,Fig 1b,"Gong et al, 2020",281a,23.83,118.04,23.83,Temperate,Sub-tropical,China,28,short,Gong,temp,OW,n,growth,primary producer,primary producer,growth,dry weight,Symbiochlorum hainanensis,,,microalgae,NA,Gong et al_2020_Symbiochlorum hainanensis,3,3,0.895,1.699,0.1836,0.511,0.640971403,0.044180654,0.073678127,0.024677434,0.177764667,-0.10408654,0.251442794,NA,NA
49,Gong et al,2020,Fig 1b,"Gong et al, 2020",282a,23.83,118.04,23.83,Temperate,Sub-tropical,China,28,short,Gong,pH+temp,interaction,n,growth,primary producer,primary producer,growth,dry weight,Symbiochlorum hainanensis,,,microalgae,NA,Gong et al_2020_Symbiochlorum hainanensis,3,3,0.895,2.595,0.1836,0.4798,-0.816849639,0.080657018,-0.816849639,0.080657018,0.321378282,-1.138227921,-0.495471357,pos,ant
50,Doo et al,2019,Fig 1a,"Doo et al, 20, 19",283a,-14.4,145.27,14.4,Tropic,Tropical,Australia,15,short,Doo,pH,OA,y,growth,primary producer,primary producer,growth,growth (g-1.day-1),Marginopora vertebralis,Foraminifera,Tubothalamea,foraminefer,NA,Doo et al_2019_Marginopora vertebralis,10,10,0.522,0.277,0.1233,0.1233,-0.633650082,0.025393117,-0.631382586,0.022054795,0.092046565,-0.723429151,-0.539336021,NA,NA
50,Doo et al,2019,Fig 1a,"Doo et al, 20, 19",284a,-14.4,145.27,14.4,Tropic,Tropical,Australia,15,short,Doo,temp,OW,y,growth,primary producer,primary producer,growth,growth (g-1.day-1),Marginopora vertebralis,Foraminifera,Tubothalamea,foraminefer,NA,Doo et al_2019_Marginopora vertebralis,10,10,0.522,0.561,0.1233,0.1075,0.072053318,0.009251273,0.073571443,0.013139831,0.071047853,0.00252359,0.144619296,NA,NA
50,Doo et al,2019,Fig 1a,"Doo et al, 20, 19",285a,-14.4,145.27,14.4,Tropic,Tropical,Australia,15,short,Doo,pH+temp,interaction,y,growth,primary producer,primary producer,growth,growth (g-1.day-1),Marginopora vertebralis,Foraminifera,Tubothalamea,foraminefer,NA,Doo et al_2019_Marginopora vertebralis,10,10,0.522,0.299,0.1233,0.2245,0.00437275,0.085440508,0.00437275,0.085440508,0.181170708,-0.176797958,0.185543458,neg,add
50,Doo et al,2019,Fig 1a,"Doo et al, 20, 19",286a,-14.4,145.27,14.4,Tropic,Tropical,Australia,15,short,Doo,pH,OA,y,calcification,primary producer,primary producer,calcification,mg CaCO3 day-1,Marginopora vertebralis,Foraminifera,Tubothalamea,foraminefer,NA,Doo et al_2019_Marginopora vertebralis,10,10,0.87,0.762,0.4016,0.155,-0.132546656,0.025445952,-0.173201645,0.02863984,0.104891758,-0.278093403,-0.068309887,NA,NA
50,Doo et al,2019,Fig 1a,"Doo et al, 20, 19",287a,-14.4,145.27,14.4,Tropic,Tropical,Australia,15,short,Doo,temp,OW,y,calcification,primary producer,primary producer,calcification,mg CaCO3 day-1,Marginopora vertebralis,Foraminifera,Tubothalamea,foraminefer,NA,Doo et al_2019_Marginopora vertebralis,10,10,0.87,0.287,0.4016,0.2973,-1.109010996,0.128614804,-1.186961458,0.0710414,0.165200679,-1.352162137,-1.021760779,NA,NA
